Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Thiruppur district rainfall information,Recommended for having no rain (0 mm)today,TAMILNADU,TIRUPUR,Avanashi,2017-12-31T12:01:26.967,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather forecasting for Thiruppur district,"Recommended for Today and tomorrow having cloudy ;;;weather and Possibility of light Rainfall chances (Temperature will be 32 degree Celsius (Â°C), Precipitation Chances (50% ) , Humidity level will be (62%)Wind speed of 13 km / hr.",TAMILNADU,TIRUPUR,Avanashi,2017-12-31T12:21:51.613,
RABI,HORTICULTURE,Vegetables,Onion,Nutrient Management,asking about Onion foliar application information,Recommended for spray Vegetable MN mixture 5 g / litre of water,TAMILNADU,TIRUPUR,Avanashi,2017-12-31T12:27:37.697,
NA,AGRICULTURE,Others,Others,Weather,asking about Tirupur today weather Report,Recommended for Tirupur Today No Rain Fall (0.0 mm),TAMILNADU,TIRUPUR,Dharapuram,2017-12-31T12:47:22.243,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Asked about Tirupur today weather Report,Recommended for Tirupur Today No Rain Fall (0.0 mm),TAMILNADU,TIRUPUR,Dharapuram,2017-12-31T13:06:13.543,
RABI,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Plant Protection,asking about bhendi sucking pest management,recommended for spray Azadirachtin - 3 ml/ lit of water,TAMILNADU,TIRUPUR,Avanashi,2017-12-31T15:14:08.667,
RABI,HORTICULTURE,Vegetables,Tomato,Plant Protection,asking about tomato root rot management,recommended for apply pseudomonas fluorescens - 1 kg/ 20 kg of FYM/ acre,TAMILNADU,TIRUPUR,Madathukulam,2017-12-31T15:46:29.793,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asked about paddy fertilizer management,Recommended for apply ammonium sulphate 30kg / ac,TAMILNADU,TIRUPUR,Kangyam,2017-12-31T16:25:47.527,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Asked about Tirupur today weather Report,Recommended for Tirupur Today No Rain Fall (0.0 mm),TAMILNADU,TIRUPUR,Kundadam,2017-12-31T17:31:54.873,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for Tirupur,Recommended for today have no rainfall.,TAMILNADU,TIRUPUR,Udumalaipettai,2017-12-31T17:56:40.8,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for Tirupur district,Recommended for next three days having cloudy weather occurring .,TAMILNADU,TIRUPUR,Mulanor,2017-12-31T18:14:41.2,
RABI,HORTICULTURE,Plantation Crops,Coconut,Agriculture Mechanization,Asking about mealy bug management in coconut,Recommended for Profenophos 2 ml + acephate 1 gram /1 litre of water,TAMILNADU,TIRUPUR,Dharapuram,2017-12-31T18:16:24.74,
RABI,HORTICULTURE,Vegetables,Ash Gourd (Petha),Agriculture Mechanization,Asking about fruit fly management in ash gourd,Recommended for dichlorovas 2 ml /1 litre of water,TAMILNADU,TIRUPUR,Kundadam,2017-12-31T18:45:30.057,
RABI,AGRICULTURE,Others,Others,Weather,asking about Tiruvannamalai weather report today,Recommended for Tiruvannamalai weather report today have very light rainfall,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-01T06:22:06.597,
RABI,ANIMAL HUSBANDRY,Animal,Pig,Animal Breeding,asking about need for pig farming training,"recommended for contact with veterinary department in tiruvannamalai, phone; 04175-206577",TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-01T06:35:38.573,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Asking about Paddy navarai season of planting and varieties for Vellore/Tiruvannamalai,"Recommended for Navarai(Dec -Jan)ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-01T06:49:03.713,
RABI,AGRICULTURE,Others,Others,Weather,asking about tiruvannamalai weather report,recommended for today have light rain,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-01T07:24:50.753,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Thiruvannamalai,Recommended for today have light rainfall.,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-01T07:53:23.213,
RABI,AGRICULTURE,Others,Others,Government Schemes,asking about Drought relief fund information,Recommended contact to block level agriculture office,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-01T08:13:36.643,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Crop Insurance,Asking about Pradhan Mantri Fasal Bima Yojana insurance information,"Recommended for Pradhan Mantri Fasal Bima Yojana insurance going on Nationalized bank , Primary agricultural credit society , Insurance company's with insurance premium for Farmers who are got loan from bank or with out loan from bank .",TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-01T08:13:38.237,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai today weather Report : Light Rain fall (2.5 â 7.5 mm),TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-01T08:59:51.45,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about paddy varieties,"recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-01T09:06:23.51,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about paddy varieties,"recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-01T09:07:16.63,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,asking about navarai paddy varieties,"recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-01T09:20:11.28,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Plant Protection,Asking about root rot management in Groundnut,Recommended for pseuodomonas fluoroscens 1 kg mixed with 20 kg of FYM,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-01T09:30:03.037,
NA,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Thiruvannamalai,Recommended for today have light rainfall.,TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-01T10:03:08.107,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about suitable paddy varieties for Navarai season,"Recommended for paddy varieties ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43 and ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-01T10:19:24.643,
NA,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Thiruvannamalai,Recommended for today have light rainfall.,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-01T10:29:37.977,
RABI,AGRICULTURE,Others,Others,Weather,asking about weather detail in Tiruvannamalai,recommended for have moderate rain in Tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-01T10:33:37.887,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai today weather Report : moderate Rain fall (7.6 â 35.5 mm),TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-01T10:36:13.447,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Thiruvannamalai district,"Recommended for Today and tomorrow having cloudy weather and Possibility of light Rainfall chances (Temperature will be 27 degree Celsius (Â°C), Precipitation Chances (72% ) , Humidity level will be (82 % ) Wind speed 5 km / hr . .(For further information Call toll free number India Meteorological Department 18001801717",TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-01T11:20:46.277,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,Asking about Agriculture department phone number,Recommended for phone number:04173 â 223477,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-01T11:32:00.183,
RABI,HORTICULTURE,Vegetables,Leafy Vegetable,Cultural Practices,Asking about leafy vegetables bio fertilizers application,Recommended for apply Pseudomonas fluorescens 1 kg or Trichoderma viride 1 kg mixed with 50 kg FYM apply as basal .,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-01T11:45:14.52,
RABI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,Asking about planting season for Drum stick,Recommended for season July â October,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-01T12:23:30.167,
RABI,AGRICULTURE,Others,Others,Weather,asking about Chengam weather report,recommended for today have light rain,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-01T12:31:22.827,
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,asking about nutrient deficiency in blackgram,recommended for spray micro nutrient 5gm/lit,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-01T12:54:54.443,
NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,asking about Paddy season and varieties (Navarai),"Recommended for Paddy varieties: ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-01T13:09:01.97,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Thiruvannamalai district rainfall information,Recommended for having moderate rain today,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-01T13:09:26.897,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai district today weather Report,Recommended for Thiruvannamalai district today weather Report : Rather Heavy Rain fall (35.6 â 64.4 mm),TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-01T14:21:22.17,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Asking about Paddy navarai season of planting and varieties for Vellore/Tiruvannamalai,"Recommended for Navarai(Dec -Jan)ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-01T14:59:49.763,
RABI,AGRICULTURE,Others,Others,Weather,asking about weather report for Tiruvannamalai district,Recommended for weather report for Tiruvannamalai district have light rainfall,TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-01T15:57:15.333,
NA,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai today weather Report : moderate Rain fall (7.6 â 35.5 mm),TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-01T16:02:14.123,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about Sona paddy market rate,Recommended for Sona paddy market rate Rs 1585-1839/ quintal,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-01T16:35:46.9,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report thiruvannamalai,recommended for having moderate rain,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-01T16:42:45.387,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail for thiruvannamalai dist,Recommended today have rain with thunderstorm,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-01T17:05:49.87,
NA,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai today weather Report : Light Rain fall (2.5 â 7.5 mm),TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-01T17:19:48.7,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail for thiruvannamalai dist,Recommended today have rain with thunderstorm,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-01T17:28:39.3,
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Asking about cotton sowing season and varieties,"Recommended for Rice Fallow varieties are MCU 7, SVPR 3, Anjali",TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-01T17:36:09.407,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Thiruvannamalai district,"Recommended for Today and tomorrow having cloudy weather and Possibility of light Rainfall chances (Temperature will be 27 degree Celsius (Â°C), Precipitation Chances (72% ) , Humidity level will be (82 % ) Wind speed 5 km / hr .",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-01T17:38:58.66,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai district today weather Report,Recommended for Thiruvannamalai district today weather Report : Rather Heavy Rain fall (35.6 â 64.4 mm),TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-01T17:39:07.643,
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Cotton sowing season and varieties for delta zones,"Recommended for Can cultivate Rice Fallow MCU 7, SVPR 3, Anjali",TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-01T17:39:41.143,
RABI,ANIMAL HUSBANDRY,Animal,Goat,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",Asking about Thiruvannamalai Veterinary University Training and Research Centre contact number,Recommended for Thiruvannamalai Veterinary University Training and Research Centre contact number ph 04175-206577,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-01T17:42:26.673,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Plant Protection,Asking about Stem rot management in groundnut,Recommended for soil application of Trichoderma viride 1 kg + 20 kg sand / ac,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-01T17:46:56.833,
RABI,AGRICULTURE,Millets,FingerMillet (Ragi/Mandika),Varieties,Asking about suitable ragi varieties for cultivation for thiruvannamalai district,"Recommended for suitable ragi varieties for cultivation for thiruvannamalai district is CO 9, CO 13, CO (Ra) 14 , TRY 1",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-01T17:48:29.813,
RABI,AGRICULTURE,Others,Others,Weather,asking about weather report for Tiruvannamalai district,Recommended for weather report for Tiruvannamalai district have light rainfall,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-01T17:49:15.617,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai today weather Report : Light Rain fall (2.5 â 7.5 mm),TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-01T18:02:44.86,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai district today weather Report,Recommended for Thiruvannamalai district today weather Report : moderate Rain fall (7.6 â 35.5 mm),TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-01T18:21:20.77,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for thiruvannamalai,recommended for having moderate rain,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-01T18:23:07.357,
RABI,AGRICULTURE,Others,Others,Organic Farming,Asked about amirtha karaisal preparation,recommended for cowdung 10 kg + cow urine 10 kg + 100 litre of water + 250 gm jaggery / 1 litre karaisal + 9 litre water mixed well to spray,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-01T18:24:39.44,
RABI,ANIMAL HUSBANDRY,Animal,POULTRY FARM,Livestock Products Processing and Packaging,Asking about poultry related training detail,Recommended to contcat thiruvannamalai veterinary department phone: 04175-206577,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-01T18:32:46.247,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai today weather Report : Light Rain fall (2.5 â 7.5 mm),TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-01T18:39:40.193,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about Suitable paddy varieties for navarai season,"Recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45.",TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-01T18:48:08.89,
NA,AGRICULTURE,Others,Others,Weather,asking about paddy sowing season and varieties,"Recommended for Navarai(Dec -Jan)ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-01T19:07:56.203,
NA,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about False Smut in paddy,Recommended for spray of Propiconazole 2gm / liter of water,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-01T19:10:53.913,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai today weather Report : moderate Rain fall (7.6 â 35.5 mm),TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-01T19:32:55.717,
RABI,HORTICULTURE,Vegetables,Chillies,Plant Protection,Asking about chilli cutworm management,recommended for the spray : chloropiriphose 2 ml/lit of water,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-01T19:38:02.54,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail for thiruvannamalai dist,Recommended today have rain with thunderstorm,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-01T20:21:00.76,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail for thiruvannamalai dist,Recommended today have rain with thunderstorm,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-01T21:31:25.943,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail for thiruvannamalai dist,Recommended today have rain with thunderstorm,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-01T21:58:08.307,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail for thiruvannamalai dist,Recommended today have rain with thunderstorm,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-01T21:59:08.597,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai today weather Report : moderate Rain fall (7.6 â 35.5 mm),TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-02T06:27:38.797,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for thiruvannamalai district,Recommended for today and tomorrow having light to moderate rain occurring,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-02T06:43:50.523,
RABI,AGRICULTURE,Others,Others,Weather,Asked about Tiruvannamalai weather report information,recommended for today and tommarrow cloudy weather and possibility of less rainfall,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-02T07:21:14.607,
RABI,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Plant Protection,Asking about sett rot disease prevention in sugarcane,Recommended for apply Pseudomonas 1-2 kg mixed with 20 kg of farmyard manure /acre,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-02T07:31:32.86,
RABI,AGRICULTURE,Others,Others,Sowing Time and Weather,Asking about black gram sowing season and variety,"Recommended for black gram sowing season : December -january and variety : VBN 3, VBN (Bg) 4, VBN(Bg) 5, VBN 6, Co 6, TMV 1",TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-02T08:03:13.627,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-02T08:07:15.373,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-02T08:07:58.39,
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,Asking about sowing season for black gram,"Recommended for black gram sowing season at Adipattam , Puratasipattam ,Markazhi â Thaipattam and Chithiraipattam",TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-02T08:12:37.093,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about top dressing management in paddy,recommended for apply urea 25 kg + potash 15 kg / ac,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-02T08:21:09.937,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about top dressing management in paddy,recommended for apply urea 25 kg + potash 15 kg / ac,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-02T08:22:09.08,
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,Asking about Suitable black gram varieties in Markazhi â Thaipattam,"Recommended for black gram varieties at VBN 3,VBN (Bg) 4, VBN(Bg) 5, VBN 6, VBN 7 ,VBN 8 ,Co 6 and TMV 1",TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-02T08:22:23.457,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-02T08:28:02.647,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-02T08:28:29.973,
RABI,HORTICULTURE,Flowers,Tuberose,Nutrient Management,asking about tuberose growth regulator,Recommended for spray GA3 50ppm 5gm / 100 litters of water,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-02T09:07:08.023,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai today weather Report : Light Rain fall (2.5 â 7.5 mm),TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-02T09:18:25.007,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai district today weather Report,Recommended for Thiruvannamalai district today weather Report : Light Rain fall (2.5 â 7.5 mm),TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-02T09:25:28.923,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-02T09:39:01.73,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai district today weather Report,Recommended for Thiruvannamalai district today weather Report : Light Rain fall (2.5 â 7.5 mm),TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-02T10:22:41.35,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-02T10:33:58.98,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Asked about paddy sowing season and variety,"recommended for (Dec -Jan) ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-02T10:50:16.53,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about Stem borer management for paddy,Recommended for spray CartapHydrochloride 2 g +sticking agent 0.5 ml/ litre of water,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-02T11:19:54.72,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai today weather Report : Light Rain fall (2.5 â 7.5 mm),TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-02T11:46:40.617,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about paddy varieties,"recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-02T11:56:42.913,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai today weather Report : Light Rain fall (2.5 â 7.5 mm),TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-02T11:56:55.057,
RABI,AGRICULTURE,Others,Others,Weather,asking about weather report for thiruvannamalai district,Recommended for weather report thiruvannamalai district have moderate rainfall,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-02T12:15:52.997,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for thiruvannamalai district,Recommended for today and tomorrow having light rain occurring,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-02T12:38:41.273,
RABI,AGRICULTURE,Others,Others,Crop Insurance,asking about govt. schemes information,Recommended contact to block level agriculture office,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-02T12:48:16.763,
RABI,AGRICULTURE,Others,Others,Weather,asking about Tiruvannamalai weather report,recommended for today have light rain,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-02T12:57:19.873,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about paddy sowing season and varieties,"Recommended for (Dec -Jan) Navarai ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-02T13:16:38.73,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy fertilizer management,Recommended for apply ammonium sulphate 30kg / ac re,TAMILNADU,TIRUVANNAMALAI,VEMBAKKAM,2017-12-02T13:21:04.027,
RABI,HORTICULTURE,Vegetables,Bitter Gourd,Plant Protection,asking about leaf eating caterpillar in bittergourd,recommended for spray profenophos 2ml/lit,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-02T13:23:47.71,
RABI,AGRICULTURE,Others,Others,Weather,asking about weather report for thiruvannamalai district,Recommended for weather report thiruvannamalai district have moderate rainfall,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-02T13:52:05.357,
RABI,HORTICULTURE,Vegetables,Chillies,Plant Protection,Asking about Fusarium wilt in chilli,Recommended for soil drench with copper oxychloride 2.5gm / lit,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-02T14:01:53.097,
RABI,AGRICULTURE,Others,Others,Weather,asking about Tiruvannamalai weather report,recommended for today have light rain,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-02T14:04:55.26,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Thiruvannamalai district rainfall information,Recommended for having moderate rain today,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-02T14:32:10.1,
RABI,AGRICULTURE,Others,Others,Government Schemes,Asking about thiruvannamalai district horticulture department contact number,Recommended for thiruvannamalai district horticulture department contact number Phone: 04175-233337,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-02T14:55:34.777,
RABI,AGRICULTURE,Others,Others,Weather,Asked about weather report information,recommended for today and tommarrow cloudy weather and possibility of less rainfall,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-02T14:56:41.503,
RABI,ANIMAL HUSBANDRY,Animal,POULTRY FARM,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",Tiruvannamalai District Veterinary University Training and Research Centre contact number,Recommended for Tiruvannamalai District Veterinary University Training and Research Centre contact number phone :04175-253077,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-02T15:04:52.487,
RABI,AGRICULTURE,Others,Others,Weather,Asking about foliar spray for paddy nursery,recommended for spray urea 5gm/lit of water,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-02T15:55:41.913,
